Species,Genus,Subfamily,Family,Order,Class,Phylum,Kingdom,FAO,Status
Mitrocoma cellularia,Mitrocoma,NA,Mitrocomidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Mitrocoma discoidea,Mitrocoma,NA,Mitrocomidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Mitrocomella polydiademata,Mitrocomella,NA,Mitrocomidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Mitrocomella sinuosa,Mitrocomella,NA,Mitrocomidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Mitrocomium medusiferum,Mitrocomium,NA,Haleciidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Modeeria rotunda,Modeeria,NA,Tiarannidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Modiolus capax,Modiolus,Modiolinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Modiolus carpenteri,Modiolus,Modiolinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Modiolus modiolus,Modiolus,Modiolinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Modiolus neglectus,Modiolus,Modiolinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Modiolus rectus,Modiolus,Modiolinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Modiolus sacculifer,Modiolus,Modiolinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Moelleria costulata,Moelleria,Moelleriinae,Turbinidae,Patellogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Moerisia lyonsi,Moerisia,NA,Moerisiidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Mohnia freilei,Mohnia,NA,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Molgula cooperi,Molgula,NA,Molgulidae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Molgula griffithsii,Molgula,NA,Molgulidae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Molgula manhattensis,Molgula,NA,Molgulidae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Molgula napiformis,Molgula,NA,Molgulidae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Molgula oregonia,Molgula,NA,Molgulidae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Molgula pacifica,Molgula,NA,Molgulidae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Molgula pugetiensis,Molgula,NA,Molgulidae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Molgula retortiformis,Molgula,NA,Molgulidae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Molgula siphonalis,Molgula,NA,Molgulidae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Molpadia intermedia,Molpadia,NA,Molpadiidae,Molpadiida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Monhystera disjuncta,Monhystera,NA,Monhysteridae,Monhysterida,Chromadorea,NA,NA,"Pacific, Northeast",native
Monhystera refringens,Monhystera,NA,Monhysteridae,Monhysterida,Chromadorea,NA,NA,"Pacific, Northeast",native
Monobrachium parasitum,Monobrachium,NA,Olindiidae,Limnomedusae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Monocorophium acherusicum,Monocorophium,NA,Corophiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Monocorophium carlottensis,Monocorophium,NA,Corophiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Monocorophium insidiosum,Monocorophium,NA,Corophiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Monoculodes brevirostris,Monoculodes,NA,Oedicerotidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Monoculodes diamesus,Monoculodes,NA,Oedicerotidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Monoculodes glyconica,Monoculodes,NA,Oedicerotidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Monoculodes perditus,Monoculodes,NA,Oedicerotidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Monoculodes recandesco,Monoculodes,NA,Oedicerotidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Monoculodes zernovi,Monoculodes,NA,Oedicerotidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Monodon monoceros,Monodon,NA,Monodontidae,Cetacea,Mammalia,Chordata,Animalia,"Pacific, Northeast",native
Monostaechas quadridens,Monostaechas,NA,Halopterididae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Montereina nobilis,Montereina,NA,Discodorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Monticellina tesselata,Monticellina,NA,Cirratulidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Montipora aequituberculata,Montipora,NA,Acroporidae,Scleractinia,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Mopalia ciliata,Mopalia,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Mopalia cirrata,Mopalia,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Mopalia egretta,Mopalia,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Mopalia ferreirai,Mopalia,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Mopalia hindsii,Mopalia,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Mopalia imporcata,Mopalia,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Mopalia kennerleyi,Mopalia,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Mopalia lignosa,Mopalia,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Mopalia muscosa,Mopalia,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Mopalia sinuata,Mopalia,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Mopalia spectabilis,Mopalia,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Mopalia swanii,Mopalia,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Mopalia vespertina,Mopalia,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Muggiaea atlantica,Muggiaea,NA,Diphyidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Muggiaea bargmannae,Muggiaea,NA,Diphyidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Munida quadrispina,Munida,NA,Munididae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Munidopsis albatrossae,Munidopsis,NA,Galatheidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Munidopsis alvisca,Munidopsis,NA,Galatheidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Munidopsis antonii,Munidopsis,NA,Galatheidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Munidopsis scotti,Munidopsis,NA,Galatheidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Munidopsis subsquamosa,Munidopsis,NA,Galatheidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Munidopsis tiburon,Munidopsis,NA,Galatheidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Munidopsis verrilli,Munidopsis,NA,Galatheidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Munidopsis verrucosus,Munidopsis,NA,Galatheidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Munna chromatocephala,Munna,NA,Munnidae,Isopoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Munna ubiquita,Munna,NA,Munnidae,Isopoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Munnogonium tillerae,Munnogonium,NA,Paramunnidae,Isopoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Munnogonium waldronensis,Munnogonium,NA,Paramunnidae,Isopoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Muricea californica,Muricea,NA,Plexauridae,Alcyonacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Muricea fruticosa,Muricea,NA,Plexauridae,Alcyonacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Musculus cultellus,Musculus,Crenellinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Musculus discors,Musculus,Crenellinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Musculus glacialis,Musculus,Crenellinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Musculus niger,Musculus,Crenellinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Musculus taylori,Musculus,Crenellinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Muusoctopus robustus,Muusoctopus,NA,Octopodidae,Octopoda,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Mya arenaria,Mya,NA,Myidae,Myoida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Mya pseudoarenaria,Mya,NA,Myidae,Myoida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Mya truncata,Mya,NA,Myidae,Myoida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Mycale adhaerens,Mycale,NA,Mycalidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Mycale helios,Mycale,NA,Mycalidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Mycale loveni,Mycale,NA,Mycalidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Myosotella myosotis,Myosotella,NA,Ellobiidae,Pulmonata,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Myriochele gracilis,Myriochele,NA,Oweniidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Myriotrochus rinkii,Myriotrochus,NA,Myriotrochidae,Apodida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Mysella planata,Mysella,Montacutinae,Lasaeidae,Galeommatida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Mysella tumida,Mysella,Montacutinae,Lasaeidae,Galeommatida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Mysis nordenskioldi,Mysis,NA,Mysidae,Mysida,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Mytilicola orientalis,Mytilicola,NA,Mytilicolidae,Poecilostomatoida,Maxillopoda,Arthropoda,Animalia,"Pacific, Northeast",native
Mytilimeria nuttalli,Mytilimeria,NA,Lyonsiidae,Pholadomyoida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Mytilus californianus,Mytilus,Mytilinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Mytilus edulis,Mytilus,Mytilinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Mytilus galloprovincialis,Mytilus,Mytilinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",introduced
Mytilus trossulus,Mytilus,Mytilinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Myxicola aesthetica,Myxicola,NA,Sabellidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Myxicola infundibulum,Myxicola,NA,Sabellidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Myxilla barentsi,Myxilla,NA,Myxillidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Myxilla brunnea,Myxilla,NA,Myxillidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Myxilla incrustans,Myxilla,NA,Myxillidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Myxilla lacunosa,Myxilla,NA,Myxillidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Myxilla pedunculata,Myxilla,NA,Myxillidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Myxoderma sacculatum,Myxoderma,NA,Zoroasteridae,Forcipulatida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Myzostoma deani,Myzostoma,NA,Myzostomidae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Naineris grubei,Naineris,NA,Orbiniidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Naineris quadricuspida,Naineris,NA,Orbiniidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Naineris uncinata,Naineris,NA,Orbiniidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Nanomia bijuga,Nanomia,NA,Agalmatidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Nanomia cara,Nanomia,NA,Agalmatidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Naobranchia occidentalis,Naobranchia,NA,Naobranchiidae,Siphonostomatoida,Maxillopoda,Arthropoda,Animalia,"Pacific, Northeast",native
Nassarius fossatus,Nassarius,NA,Nassariidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Nassarius fraterculus,Nassarius,NA,Nassariidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Nassarius mendicus,Nassarius,NA,Nassariidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Nassarius perpinguis,Nassarius,NA,Nassariidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Nassarius rhinetes,Nassarius,NA,Nassariidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Nausithoe rubra,Nausithoe,NA,Nausithoidae,Coronatae,Scyphozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Navanax aenigmaticus,Navanax,NA,Aglajidae,Cephalaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Navanax inermis,Navanax,NA,Aglajidae,Cephalaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Navanax polyalphos,Navanax,NA,Aglajidae,Cephalaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Neadmete modesta,Neadmete,NA,Cancellariidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Neaeromya compressa,Neaeromya,NA,Lasaeidae,Galeommatida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Neaeromya myaciformis,Neaeromya,NA,Lasaeidae,Galeommatida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Neaeromya rugifera,Neaeromya,NA,Lasaeidae,Galeommatida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Neanthes brandti,Neanthes,NA,Nereididae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Nearchaster aciculosus,Nearchaster,NA,Benthopectinidae,Notomyotida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Nearchaster variabilis,Nearchaster,NA,Benthopectinidae,Notomyotida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Nebalia kensleyi,Nebalia,NA,Nebaliidae,Leptostraca,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Nebalia pugettensis,Nebalia,NA,Nebaliidae,Leptostraca,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Nectadamas diomedeae,Nectadamas,NA,Prayidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Nectopyramis natans,Nectopyramis,NA,Prayidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Nectopyramis thetis,Nectopyramis,NA,Prayidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Nellobia eusoma,Nellobia,NA,Bonelliidae,Not assigned,Not assigned,NA,NA,"Pacific, Northeast",native
Nemalion helminthoides,Nemalion,NA,Liagoraceae,Nemaliales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Nemanthus californicus,Nemanthus,NA,Nemanthidae,Actiniaria,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Nematobrachion boopis,Nematobrachion,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Nematobrachion flexipes,Nematobrachion,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Nematobrachion sexspinosum,Nematobrachion,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Nematoscelis atlantica,Nematoscelis,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Nematoscelis difficilis,Nematoscelis,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Nematoscelis gracilis,Nematoscelis,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Nematoscelis microps,Nematoscelis,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Nematoscelis tenella,Nematoscelis,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Nematostella vectensis,Nematostella,NA,Edwardsiidae,Actiniaria,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Nemertesia polynema,Nemertesia,NA,Plumulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Nemertesia tetraseriata,Nemertesia,NA,Plumulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Nemertesia verticillata,Nemertesia,NA,Plumulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Nemidia tamarae,Nemidia,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Nemocardium centifilosum,Nemocardium,NA,Cardiidae,Cardiida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Neoamphitrite robusta,Neoamphitrite,NA,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Neocalanus cristatus,Neocalanus,NA,Calanidae,Calanoida,Maxillopoda,Arthropoda,Animalia,"Pacific, Northeast",native
Neocalanus plumchrus,Neocalanus,NA,Calanidae,Calanoida,Maxillopoda,Arthropoda,Animalia,"Pacific, Northeast",native
Neocrangon abyssorum,Neocrangon,NA,Crangonidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Neocrangon communis,Neocrangon,NA,Crangonidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Neodilsea borealis,Neodilsea,NA,Dumontiaceae,Gigartinales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Neoechinorhynchus rutili,Neoechinorhynchus,Neoechinorhynchinae,Neoechinorhynchidae,Neoechinorhynchida,Eoacanthocephala,Acanthocephala,Animalia,"Pacific, Northeast",native
Neoesperiopsis digitata,Neoesperiopsis,NA,Isodictyidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Neoiphinoe arctica,Neoiphinoe,NA,Capulidae,Littorinimorpha,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Neoiphinoe coronata,Neoiphinoe,NA,Capulidae,Littorinimorpha,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Neoiphinoe kroeyeri,Neoiphinoe,NA,Capulidae,Littorinimorpha,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Neolepetopsis gordensis,Neolepetopsis,NA,Neolepetopsidae,Not assigned,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Neomysis rayii,Neomysis,NA,Mysidae,Mysida,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Neophocaena phocaenoides,Neophocaena,NA,Phocoenidae,Cetacea,Mammalia,Chordata,Animalia,"Pacific, Northeast",questionable
Neopodocotyloides sinusaccus,Neopodocotyloides,NA,Opecoelidae,Plagiorchiida,Trematoda,Platyhelminthes,Animalia,"Pacific, Northeast",native
Neorhodomela larix,Neorhodomela,NA,Rhodomelaceae,Ceramiales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Neosabellaria cementarium,Neosabellaria,NA,Sabellariidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Neosergestes consobrinus,Neosergestes,NA,Sergestidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Neotrypaea californiensis,Neotrypaea,NA,Callianassidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Neotrypaea gigas,Neotrypaea,NA,Callianassidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Neoturris breviconis,Neoturris,NA,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Neoturris fontata,Neoturris,NA,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Neozoogonus californicus,Neozoogonus,NA,Zoogonidae,Plagiorchiida,Trematoda,Platyhelminthes,Animalia,"Pacific, Northeast",native
Nephasoma diaphanes,Nephasoma,NA,Golfingiidae,Golfingiiformes,Sipunculidea,NA,NA,"Pacific, Northeast",native
Nephasoma laetmophilum,Nephasoma,NA,Golfingiidae,Golfingiiformes,Sipunculidea,NA,NA,"Pacific, Northeast",native
Nephasoma minutum,Nephasoma,NA,Golfingiidae,Golfingiiformes,Sipunculidea,NA,NA,"Pacific, Northeast",native
Nephtys assignis,Nephtys,NA,Nephtyidae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Nephtys brachycephala,Nephtys,NA,Nephtyidae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Nephtys caeca,Nephtys,NA,Nephtyidae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
