species_verbatim,query,domain,kingdom,phylum,class,subclass,order,family,genus,species,ottid_species,rank
Schizodon intermedius,Schizodon intermedius,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Anostomidae,Schizodon,Schizodon intermedius,263079,NA
Schizodon isognathus,Schizodon isognathus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Anostomidae,Schizodon,Schizodon isognathus,3625599,NA
Schizodon jacuiensis,Schizodon jacuiensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Anostomidae,Schizodon,Schizodon jacuiensis,3625594,NA
Schizodon knerii,Schizodon knerii,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Anostomidae,Schizodon,Schizodon knerii,639995,NA
Schizodon nasutus,Schizodon nasutus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Anostomidae,Schizodon,Schizodon nasutus,469757,NA
Schizodon platae,Schizodon platae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Anostomidae,Schizodon,Schizodon platae,3625592,NA
Schizodon scotorhabdotus,Schizodon scotorhabdotus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Anostomidae,Schizodon,Schizodon scotorhabdotus,3625596,NA
Schizodon vittatus,Schizodon vittatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Anostomidae,Schizodon,Schizodon vittatus,3625598,NA
Schizolecis guntheri,Schizolecis guntheri,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Schizolecis,Schizolecis guntheri,950003,NA
Schizopyge dolichonema,Schizopyge dolichonema,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Schizopyge,Schizopyge dolichonema,269461,NA
Schizopyge niger,Schizopyge niger,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Schizopyge,Schizopyge niger,431285,NA
