"","rank","found_taxa","ncbi_sp","genus","family","order","class","worms_match","worms_sciname","worms_aphiaid","original_aphiaid","status","unacceptreason","freshwater_only","hybrid"
"9535","species","Rhamdia laticauda","Rhamdia laticauda","Rhamdia","Heptapteridae","Siluriformes","Teleostei","Rhamdia laticauda","Rhamdia laticauda",1015188,1015188,"accepted",NA,1,NA
"9536","species","Rhamdia nicaraguensis","Rhamdia nicaraguensis","Rhamdia","Heptapteridae","Siluriformes","Teleostei","Rhamdia nicaraguensis","Rhamdia nicaraguensis",1012714,1012714,"accepted",NA,1,NA
"9537","species","Rhamdia cinerascens","Rhamdia cinerascens","Rhamdia","Heptapteridae","Siluriformes","Teleostei","Rhamdia cinerascens","Rhamdia cinerascens",1021236,1021236,"accepted",NA,1,NA
"9538","species","Imparfinis lineatus","Imparfinis lineatus","Imparfinis","Heptapteridae","Siluriformes","Teleostei","Imparfinis lineatus","Imparfinis lineatus",1524475,1524475,"accepted",NA,1,NA
"9539","species","Nemuroglanis panamensis","Heptapterus panamensis","Heptapterus","Heptapteridae","Siluriformes","Teleostei","Heptapterus panamensis","Nemuroglanis panamensis",1013200,1624701,"unaccepted","senior synonym",1,NA
"9540","species","Pimelodella chagresi","Pimelodella chagresi","Pimelodella","Heptapteridae","Siluriformes","Teleostei","Pimelodella chagresi","Pimelodella chagresi",1020315,1020315,"accepted",NA,1,NA
"9541","genus","Heptapterus","Heptapterus","Heptapterus","Heptapteridae","Siluriformes","Teleostei","Heptapterus","Heptapterus",269377,269377,"accepted",NA,1,NA
"9542","species","Apristurus exsanguis","Apristurus exsanguis","Apristurus","Pentanchidae","Carcharhiniformes","Elasmobranchii","Apristurus exsanguis","Apristurus exsanguis",271335,271335,"accepted",NA,0,NA
"9543","genus","Apristurus","Apristurus","Apristurus","Pentanchidae","Carcharhiniformes","Elasmobranchii","Apristurus","Apristurus",105727,105727,"accepted",NA,0,NA
"9544","species","Lepturichthys dolichopterus","Lepturichthys dolichopterus","Lepturichthys","Balitoridae","Cypriniformes","Teleostei","Lepturichthys dolichopterus","Lepturichthys dolichopterus",1006949,1006949,"accepted",NA,1,NA
"9545","species","Acanthurus nigroris","Acanthurus nigroris","Acanthurus","Acanthuridae","Acanthuriformes","Teleostei","Acanthurus nigroris","Acanthurus nigroris",219642,219642,"accepted",NA,0,NA
"9546","species","Ctenochaetus cyanocheilus","Ctenochaetus cyanocheilus","Ctenochaetus","Acanthuridae","Acanthuriformes","Teleostei","Ctenochaetus cyanocheilus","Ctenochaetus cyanocheilus",277559,277559,"accepted",NA,0,NA
"9547","species","Prionurus laticlavius","Prionurus laticlavius","Prionurus","Acanthuridae","Acanthuriformes","Teleostei","Prionurus laticlavius","Prionurus laticlavius",282346,282346,"accepted",NA,0,NA
"9548","species","Prionurus maculatus","Prionurus maculatus","Prionurus","Acanthuridae","Acanthuriformes","Teleostei","Prionurus maculatus","Prionurus maculatus",282347,282347,"accepted",NA,0,NA
"9549","species","Prionurus microlepidotus","Prionurus microlepidotus","Prionurus","Acanthuridae","Acanthuriformes","Teleostei","Prionurus microlepidotus","Prionurus microlepidotus",282348,282348,"accepted",NA,0,NA
"9550",NA,NA,"Sabanejewiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9551","species","Sabanejewia romanica","Sabanejewia romanica","Sabanejewia","Cobitidae","Cypriniformes","Teleostei","Sabanejewia romanica","Sabanejewia romanica",1014629,1014629,"accepted",NA,1,NA
"9552","species","Sabanejewia caucasica","Sabanejewia caucasica","Sabanejewia","Cobitidae","Cypriniformes","Teleostei","Sabanejewia caucasica","Sabanejewia caucasica",1018432,1018432,"accepted",NA,1,NA
"9553","species","Sabanejewia baltica","Sabanejewia baltica","Sabanejewia","Cobitidae","Cypriniformes","Teleostei","Sabanejewia baltica","Sabanejewia baltica",1525778,1525778,"accepted",NA,1,NA
"9554","species","Sabanejewia balcanica","Sabanejewia balcanica","Sabanejewia","Cobitidae","Cypriniformes","Teleostei","Sabanejewia balcanica","Sabanejewia balcanica",1016368,1016368,"accepted",NA,0,NA
"9555","species","Sabanejewia bulgarica","Sabanejewia bulgarica","Sabanejewia","Cobitidae","Cypriniformes","Teleostei","Sabanejewia bulgarica","Sabanejewia bulgarica",1015080,1015080,"accepted",NA,1,NA
"9556","genus","Sabanejewia","Sabanejewia doiranica","Sabanejewia","Cobitidae","Cypriniformes","Teleostei","Sabanejewia","Sabanejewia",NA,NA,NA,NA,NA,NA
"9557","genus","Sabanejewia","Sabanejewia thrakica","Sabanejewia","Cobitidae","Cypriniformes","Teleostei","Sabanejewia","Sabanejewia",NA,NA,NA,NA,NA,NA
"9558","species","Sabanejewia vallachica","Sabanejewia vallachica","Sabanejewia","Cobitidae","Cypriniformes","Teleostei","Sabanejewia vallachica","Sabanejewia vallachica",1524893,1524893,"accepted",NA,1,NA
"9559","species","Cratinus agassizii","Cratinus agassizii","Cratinus","Serranidae","Perciformes","Teleostei","Cratinus agassizii","Cratinus agassizii",280421,280421,"accepted",NA,0,NA
"9560","species","Hypoplectrus unicolor","Hypoplectrus unicolor","Hypoplectrus","Serranidae","Perciformes","Teleostei","Hypoplectrus unicolor","Hypoplectrus unicolor",281121,281121,"accepted",NA,0,NA
"9561","species","Serranus tabacarius","Serranus tabacarius","Serranus","Serranidae","Perciformes","Teleostei","Serranus tabacarius","Serranus tabacarius",273908,273908,"accepted",NA,0,NA
"9562","species","Paralabrax albomaculatus","Paralabrax albomaculatus","Paralabrax","Serranidae","Perciformes","Teleostei","Paralabrax albomaculatus","Paralabrax albomaculatus",282051,282051,"accepted",NA,0,NA
"9563","species","Paralabrax loro","Paralabrax loro","Paralabrax","Serranidae","Perciformes","Teleostei","Paralabrax loro","Paralabrax loro",282057,282057,"accepted",NA,0,NA
"9564","species","Paralabrax dewegeri","Serranus dewegeri","Serranus","Serranidae","Perciformes","Teleostei","Serranus dewegeri","Paralabrax dewegeri",282055,304875,"unaccepted",NA,0,NA
"9565","species","Hypoplectrus nigricans","Hypoplectrus nigricans","Hypoplectrus","Serranidae","Perciformes","Teleostei","Hypoplectrus nigricans","Hypoplectrus nigricans",281118,281118,"accepted",NA,0,NA
"9566","species","Serranus baldwini","Serranus baldwini","Serranus","Serranidae","Perciformes","Teleostei","Serranus baldwini","Serranus baldwini",273893,273893,"accepted",NA,0,NA
"9567","species","Serranus tigrinus","Serranus tigrinus","Serranus","Serranidae","Perciformes","Teleostei","Serranus tigrinus","Serranus tigrinus",273909,273909,"accepted",NA,0,NA
"9568","species","Paralabrax clathratus","Paralabrax clathratus","Paralabrax","Serranidae","Perciformes","Teleostei","Paralabrax clathratus","Paralabrax clathratus",282054,282054,"accepted",NA,0,NA
"9569","species","Paralabrax humeralis","Paralabrax humeralis","Paralabrax","Serranidae","Perciformes","Teleostei","Paralabrax humeralis","Paralabrax humeralis",282056,282056,"accepted",NA,0,NA
"9570","species","Diplectrum pacificum","Diplectrum pacificum","Diplectrum","Serranidae","Perciformes","Teleostei","Diplectrum pacificum","Diplectrum pacificum",276183,276183,"accepted",NA,0,NA
"9571","species","Pristigenys serrula","Pristigenys serrula","Pristigenys","Priacanthidae","Eupercaria incertae sedis","Teleostei","Pristigenys serrula","Pristigenys serrula",276037,276037,"accepted",NA,0,NA
"9572","species","Paralabrax callaensis","Paralabrax callaensis","Paralabrax","Serranidae","Perciformes","Teleostei","Paralabrax callaensis","Paralabrax callaensis",282053,282053,"accepted",NA,0,NA
"9573","species","Sparisoma viride","Sparisoma viride","Sparisoma","Scaridae","Eupercaria incertae sedis","Teleostei","Sparisoma viride","Sparisoma viride",273780,273780,"accepted",NA,0,NA
"9574","species","Sparisoma aurofrenatum","Sparisoma aurofrenatum","Sparisoma","Scaridae","Eupercaria incertae sedis","Teleostei","Sparisoma aurofrenatum","Sparisoma aurofrenatum",273772,273772,"accepted",NA,0,NA
"9575","species","Sparisoma chrysopterum","Sparisoma chrysopterum","Sparisoma","Scaridae","Eupercaria incertae sedis","Teleostei","Sparisoma chrysopterum","Sparisoma chrysopterum",273774,273774,"accepted",NA,0,NA
"9576","species","Scarus coelestinus","Scarus coelestinus","Scarus","Scaridae","Eupercaria incertae sedis","Teleostei","Scarus coelestinus","Scarus coelestinus",276042,276042,"accepted",NA,0,NA
"9577","species","Scarus guacamaia","Scarus guacamaia","Scarus","Scaridae","Eupercaria incertae sedis","Teleostei","Scarus guacamaia","Scarus guacamaia",276049,276049,"accepted",NA,0,NA
"9578","species","Scarus flavipectoralis","Scarus flavipectoralis","Scarus","Scaridae","Eupercaria incertae sedis","Teleostei","Scarus flavipectoralis","Scarus flavipectoralis",276045,276045,"accepted",NA,0,NA
"9579","species","Nicholsina usta","Nicholsina usta","Nicholsina","Scaridae","Eupercaria incertae sedis","Teleostei","Nicholsina usta","Nicholsina usta",159298,159298,"accepted",NA,0,NA
"9580","species","Cryptotomus roseus","Cryptotomus roseus","Cryptotomus","Scaridae","Eupercaria incertae sedis","Teleostei","Cryptotomus roseus","Cryptotomus roseus",277118,277118,"accepted",NA,0,NA
"9581","species","Pseudodax moluccanus","Pseudodax moluccanus","Pseudodax","Labridae","Eupercaria incertae sedis","Teleostei","Pseudodax moluccanus","Pseudodax moluccanus",219046,219046,"accepted",NA,0,NA
"9582","species","Aidablennius sphynx","Aidablennius sphynx","Aidablennius","Blenniidae","Blenniiformes","Teleostei","Aidablennius sphynx","Aidablennius sphynx",126760,126760,"accepted",NA,0,NA
"9583","species","Blennius ocellaris","Blennius ocellaris","Blennius","Blenniidae","Blenniiformes","Teleostei","Blennius ocellaris","Blennius ocellaris",126761,126761,"accepted",NA,0,NA
"9584","species","Lipophrys trigloides","Lipophrys trigloides","Lipophrys","Blenniidae","Blenniiformes","Teleostei","Lipophrys trigloides","Lipophrys trigloides",302165,302165,"accepted",NA,0,NA
"9585","species","Parablennius ruber","Parablennius ruber","Parablennius","Blenniidae","Blenniiformes","Teleostei","Parablennius ruber","Parablennius ruber",126774,126774,"accepted",NA,0,NA
"9586","species","Parablennius rouxi","Parablennius rouxi","Parablennius","Blenniidae","Blenniiformes","Teleostei","Parablennius rouxi","Parablennius rouxi",273134,273134,"accepted",NA,0,NA
"9587","species","Parablennius incognitus","Parablennius incognitus","Parablennius","Blenniidae","Blenniiformes","Teleostei","Parablennius incognitus","Parablennius incognitus",126771,126771,"accepted",NA,0,NA
"9588","species","Parablennius zvonimiri","Parablennius zvonimiri","Parablennius","Blenniidae","Blenniiformes","Teleostei","Parablennius zvonimiri","Parablennius zvonimiri",126778,126778,"accepted",NA,0,NA
"9589","species","Abyssocottus gibbosus","Abyssocottus gibbosus","Abyssocottus","Abyssocottidae","Perciformes","Teleostei","Abyssocottus gibbosus","Abyssocottus gibbosus",1018384,1018384,"accepted",NA,1,NA
"9590","species","Abyssocottus korotneffi","Abyssocottus korotneffi","Abyssocottus","Abyssocottidae","Perciformes","Teleostei","Abyssocottus korotneffi","Abyssocottus korotneffi",1018385,1018385,"accepted",NA,1,NA
"9591","species","Asprocottus korjakovi","Asprocottus korjakovi","Asprocottus","Abyssocottidae","Perciformes","Teleostei","Asprocottus korjakovi","Asprocottus korjakovi",1009950,1009950,"accepted",NA,1,NA
"9592","species","Asprocottus herzensteini","Asprocottus herzensteini","Asprocottus","Abyssocottidae","Perciformes","Teleostei","Asprocottus herzensteini","Asprocottus herzensteini",1018383,1018383,"accepted",NA,1,NA
"9593","species","Asprocottus platycephalus","Asprocottus platycephalus","Asprocottus","Abyssocottidae","Perciformes","Teleostei","Asprocottus platycephalus","Asprocottus platycephalus",1524943,1524943,"accepted",NA,1,NA
"9594","species","Cottinella boulengeri","Cottinella boulengeri","Cottinella","Abyssocottidae","Perciformes","Teleostei","Cottinella boulengeri","Cottinella boulengeri",1018431,1018431,"accepted",NA,1,NA
"9595","species","Limnocottus bergianus","Limnocottus bergianus","Limnocottus","Abyssocottidae","Perciformes","Teleostei","Limnocottus bergianus","Limnocottus bergianus",1015258,1015258,"accepted",NA,1,NA
"9596","species","Cyphocottus eurystomus","Cyphocottus eurystomus","Cyphocottus","Abyssocottidae","Perciformes","Teleostei","Cyphocottus eurystomus","Cyphocottus eurystomus",1524944,1524944,"accepted",NA,1,NA
"9597","species","Limnocottus godlewskii","Limnocottus godlewskii","Limnocottus","Abyssocottidae","Perciformes","Teleostei","Limnocottus godlewskii","Limnocottus godlewskii",1020416,1020416,"accepted",NA,1,NA
"9598","species","Limnocottus griseus","Limnocottus griseus","Limnocottus","Abyssocottidae","Perciformes","Teleostei","Limnocottus griseus","Limnocottus griseus",1524945,1524945,"accepted",NA,1,NA
"9599","species","Limnocottus pallidus","Limnocottus pallidus","Limnocottus","Abyssocottidae","Perciformes","Teleostei","Limnocottus pallidus","Limnocottus pallidus",1014291,1014291,"accepted",NA,1,NA
"9600","species","Procottus jeittelesii","Procottus jettelesii","Procottus","Abyssocottidae","Perciformes","Teleostei","Procottus jettelesii","Procottus jeittelesii",1020415,1621168,"misspelling",NA,1,NA
"9601","species","Procottus major","Procottus major","Procottus","Abyssocottidae","Perciformes","Teleostei","Procottus major","Procottus major",1525012,1525012,"accepted",NA,1,NA
"9602","species","Batrachocottus multiradiatus","Batrachocottus multiradiatus","Batrachocottus","Cottocomephoridae","Perciformes","Teleostei","Batrachocottus multiradiatus","Batrachocottus multiradiatus",1526123,1526123,"accepted",NA,1,NA
"9603","species","Batrachocottus nikolskii","Batrachocottus nikolskii","Batrachocottus","Cottocomephoridae","Perciformes","Teleostei","Batrachocottus nikolskii","Batrachocottus nikolskii",1018973,1018973,"accepted",NA,1,NA
"9604","species","Nannopetersius ansorgii","Nannopetersius ansorgii","Nannopetersius","Alestidae","Characiformes","Teleostei","Nannopetersius ansorgii","Nannopetersius ansorgii",1017858,1017858,"accepted",NA,1,NA
"9605","species","Brycinus opisthotaenia","Brycinus opisthotaenia","Brycinus","Alestidae","Characiformes","Teleostei","Brycinus opisthotaenia","Brycinus opisthotaenia",1018748,1018748,"accepted",NA,1,NA
"9606","species","Brycinus macrolepidotus","Brycinus macrolepidotus","Brycinus","Alestidae","Characiformes","Teleostei","Brycinus macrolepidotus","Brycinus macrolepidotus",280003,280003,"accepted",NA,0,NA
"9607","species","Brycinus affinis","Brycinus affinis","Brycinus","Alestidae","Characiformes","Teleostei","Brycinus affinis","Brycinus affinis",1019395,1019395,"accepted",NA,1,NA
"9608","species","Bathylagus euryops","Bathylagus euryops","Bathylagus","Bathylagidae","Argentiniformes","Teleostei","Bathylagus euryops","Bathylagus euryops",126719,126719,"accepted",NA,0,NA
"9609","species","Bathypterois dubius","Bathypterois dubius","Bathypterois","Ipnopidae","Aulopiformes","Teleostei","Bathypterois dubius","Bathypterois dubius",126342,126342,"accepted",NA,0,NA
"9610","species","Lampris immaculatus","Lampris immaculatus","Lampris","Lampridae","Lampriformes","Teleostei","Lampris immaculatus","Lampris immaculatus",234664,234664,"accepted",NA,0,NA
"9611","species","Ceratias holboelli","Ceratias holboelli","Ceratias","Ceratiidae","Lophiiformes","Teleostei","Ceratias holboelli","Ceratias holboelli",126537,126537,"accepted",NA,0,NA
"9612","genus","Chelon","Liza","Liza","Mugilidae","Mugiliformes","Teleostei","Liza","Chelon",126030,126031,"uncertain","synonym",0,NA
"9613","species","Forsterygion lapillum","Forsterygion lapillum","Forsterygion","Tripterygiidae","Blenniiformes","Teleostei","Forsterygion lapillum","Forsterygion lapillum",280796,280796,"accepted",NA,0,NA
"9614","genus","Ctenopoma","Ctenopoma","Ctenopoma","Anabantidae","Anabantiformes","Teleostei","Ctenopoma","Ctenopoma",268900,268900,"accepted",NA,1,NA
"9615","species","Microchirus variegatus","Microchirus variegatus","Microchirus","Soleidae","Pleuronectiformes","Teleostei","Microchirus variegatus","Microchirus variegatus",274304,274304,"accepted",NA,0,NA
"9616",NA,NA,"Chelodonichthys lucerna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9617","species","Serranus accraensis","Serranus accraensis","Serranus","Serranidae","Perciformes","Teleostei","Serranus accraensis","Serranus accraensis",273887,273887,"accepted",NA,0,NA
"9618","species","Odontanthias chrysostictus","Holanthias chrysostictus","Holanthias","Serranidae","Perciformes","Teleostei","Holanthias chrysostictus","Odontanthias chrysostictus",398479,278310,"unaccepted","synonym",0,NA
"9619","species","Austrolycus depressiceps","Austrolycus depressiceps","Austrolycus","Zoarcidae","Perciformes","Teleostei","Austrolycus depressiceps","Austrolycus depressiceps",279843,279843,"accepted",NA,0,NA
"9620","species","Cottoperca gobio","Cottoperca gobio","Cottoperca","Bovichtidae","Perciformes","Teleostei","Cottoperca gobio","Cottoperca gobio",280409,280409,"accepted",NA,0,NA
"9621","species","Uranoscopus albesca","Uranoscopus albesca","Uranoscopus","Uranoscopidae","Perciformes","Teleostei","Uranoscopus albesca","Uranoscopus albesca",274029,274029,"accepted",NA,0,NA
"9622","species","Cheimarrichthys fosterae","Cheimarrichthys fosteri","Cheimarrichthys","Cheimarrichthyidae","Perciformes","Teleostei","Cheimarrichthys fosteri","Cheimarrichthys fosterae",280138,1621607,"misspelling",NA,0,NA
"9623","species","Kali macrura","Kali macrura","Kali","Chiasmodontidae","Scombriformes","Teleostei","Kali macrura","Kali macrura",126842,126842,"accepted",NA,0,NA
"9624","species","Chloroscombrus chrysurus","Chloroscombrus chrysurus","Chloroscombrus","Carangidae","Carangiformes","Teleostei","Chloroscombrus chrysurus","Chloroscombrus chrysurus",159483,159483,"accepted",NA,0,NA
