"","ncbi_sp","worms_match","worms_sciname","worms_aphiaid","original_aphiaid","status","unacceptreason","rank","valid_authority","kingdom","phylum","class","order","family","genus","freshwater_only","terrestrial_only","hybrid"
"12834","Paroncheilus affinis","Paroncheilus affinis","Paroncheilus affinis",320100,320100,"accepted",NA,"species","(Poey, 1875)","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Paroncheilus","0","0",NA
"12835","Tominanga","Tominanga","Tominanga",271103,271103,"accepted",NA,"genus","Kottelat, 1990","Animalia","Chordata","Teleostei","Atheriniformes","Telmatherinidae","Tominanga","0","0",NA
"12836","Telmatherina wahjui","Telmatherina wahjui","Telmatherina wahjui",1011278,1011278,"accepted",NA,"species","Kottelat, 1991","Animalia","Chordata","Teleostei","Atheriniformes","Telmatherinidae","Telmatherina","1","0",NA
"12837","Telmatherina","Telmatherina","Telmatherina",271053,271053,"accepted",NA,"genus","Boulenger, 1897","Animalia","Chordata","Teleostei","Atheriniformes","Telmatherinidae","Telmatherina","1","0",NA
"12838","Telmatherina sarasinorum","Telmatherina sarasinorum","Telmatherina sarasinorum",1011277,1011277,"accepted",NA,"species","Kottelat, 1991","Animalia","Chordata","Teleostei","Atheriniformes","Telmatherinidae","Telmatherina","1","0",NA
"12839","Telmatherina prognatha","Telmatherina prognatha","Telmatherina prognatha",1011276,1011276,"accepted",NA,"species","Kottelat, 1991","Animalia","Chordata","Teleostei","Atheriniformes","Telmatherinidae","Telmatherina","1","0",NA
"12840","Telmatherina opudi","Telmatherina opudi","Telmatherina opudi",1011275,1011275,"accepted",NA,"species","Kottelat, 1991","Animalia","Chordata","Teleostei","Atheriniformes","Telmatherinidae","Telmatherina","1","0",NA
"12841","Telmatherina obscura","Telmatherina obscura","Telmatherina obscura",1011274,1011274,"accepted",NA,"species","Kottelat, 1991","Animalia","Chordata","Teleostei","Atheriniformes","Telmatherinidae","Telmatherina","1","0",NA
"12842","Telmatherina antoniae","Telmatherina antoniae","Telmatherina antoniae",1011273,1011273,"accepted",NA,"species","Kottelat, 1991","Animalia","Chordata","Teleostei","Atheriniformes","Telmatherinidae","Telmatherina","1","0",NA
"12843","Telmatherina abendanoni","Telmatherina abendanoni","Telmatherina abendanoni",1017372,1017372,"accepted",NA,"species","Weber, 1913","Animalia","Chordata","Teleostei","Atheriniformes","Telmatherinidae","Telmatherina","1","0",NA
"12844","Craterocephalus","Craterocephalus","Craterocephalus",268866,268866,"accepted",NA,"genus","McCulloch, 1912","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Craterocephalus","0","0",NA
"12845","Pseudomugil reticulatus","Pseudomugil reticulatus","Pseudomugil reticulatus",1011865,1011865,"accepted",NA,"species","Allen & Ivantsoff, 1986","Animalia","Chordata","Teleostei","Atheriniformes","Pseudomugilidae","Pseudomugil","1","0",NA
"12846","Pseudomugil pellucidus","Pseudomugil pellucidus","Pseudomugil pellucidus",1010455,1010455,"accepted",NA,"species","Allen & Ivantsoff, 1998","Animalia","Chordata","Teleostei","Atheriniformes","Pseudomugilidae","Pseudomugil","1","0",NA
"12847","Melanotaenia trifasciata","Melanotaenia trifasciata","Melanotaenia trifasciata",991278,991278,"accepted",NA,"species","(Rendahl, 1922)","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Melanotaenia","1","0",NA
"12848","Melanotaenia sexlineata","Melanotaenia sexlineata","Melanotaenia sexlineata",1524703,1524703,"accepted",NA,"species","(Munro, 1964)","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Melanotaenia","1","0",NA
"12849","Melanotaenia papuae","Melanotaenia papuae","Melanotaenia papuae",1012317,1012317,"accepted",NA,"species","Allen, 1981","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Melanotaenia","1","0",NA
"12850","Melanotaenia maccullochi","Melanotaenia maccullochi","Melanotaenia maccullochi",991276,991276,"accepted",NA,"species","Ogilby, 1915","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Melanotaenia","1","0",NA
"12851","Melanotaenia herbertaxelrodi","Melanotaenia herbertaxelrodi","Melanotaenia herbertaxelrodi",1383751,1383751,"accepted",NA,"species","Allen, 1981","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Melanotaenia","1","0",NA
"12852","Melanotaenia goldiei","Melanotaenia goldiei","Melanotaenia goldiei",1466706,1466706,"accepted",NA,"species","(Macleay, 1883)","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Melanotaenia","1","0",NA
"12853","Melanotaenia eachamensis","Melanotaenia eachamensis","Melanotaenia eachamensis",991275,991275,"accepted",NA,"species","Allen & Cross, 1982","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Melanotaenia","1","0",NA
"12854","Melanotaenia batanta","Melanotaenia batanta","Melanotaenia batanta",1010471,1010471,"accepted",NA,"species","Allen & Renyaan, 1998","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Melanotaenia","1","0",NA
"12855","Melanotaenia angfa","Melanotaenia angfa","Melanotaenia angfa",1011421,1011421,"accepted",NA,"species","Allen, 1990","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Melanotaenia","1","0",NA
"12856","Melanotaenia affinis","Melanotaenia affinis","Melanotaenia affinis",1526121,1526121,"accepted",NA,"species","(Weber, 1907)","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Melanotaenia","1","0",NA
"12857","Glossolepis ramuensis","Glossolepis ramuensis","Glossolepis ramuensis",1011947,1011947,"accepted",NA,"species","Allen, 1985","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Glossolepis","1","0",NA
"12858","Glossolepis pseudoincisus","Glossolepis pseudoincisus","Glossolepis pseudoincisa",1012434,1594452,"unaccepted",NA,"species","Allen & Cross, 1980","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Glossolepis","1","0",NA
"12859","Glossolepis maculosus","Glossolepis maculosus","Glossolepis maculosa",1012318,1594011,"unaccepted",NA,"species","Allen, 1981","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Glossolepis","1","0",NA
"12860","Glossolepis dorityi","Glossolepis dorityi","Glossolepis dorityi",1009914,1009914,"accepted",NA,"species","Allen, 2001","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Glossolepis","1","0",NA
"12861","Chilatherina fasciata","Chilatherina fasciata","Chilatherina fasciata",1525909,1525909,"accepted",NA,"species","(Weber, 1913)","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Chilatherina","1","0",NA
"12862","Chilatherina campsi","Chilatherina campsi","Chilatherina campsi",1524890,1524890,"accepted",NA,"species","(Whitley, 1957)","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Chilatherina","1","0",NA
"12863","Chilatherina","Chilatherina","Chilatherina",268741,268741,"accepted",NA,"genus","Regan, 1914","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Chilatherina","1","0",NA
"12864","Ctenogobiops","Ctenogobiops","Ctenogobiops",205637,205637,"accepted",NA,"genus","Smith, 1959","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Ctenogobiops","0","0",NA
"12865","Amblyeleotris","Amblyeleotris","Amblyeleotris",206516,206516,"accepted",NA,"genus","Bleeker, 1874","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblyeleotris","0","0",NA
"12866","Gobiodon oculolineatus","Gobiodon oculolineatus","Gobiodon oculolineatus",276930,276930,"accepted",NA,"species","Wu, 1979","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Gobiodon","0","0",NA
"12867","Encrasicholina","Encrasicholina","Encrasicholina",206943,206943,"accepted",NA,"genus","Fowler, 1938","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Encrasicholina","0","0",NA
"12868","Neosalanx","Neosalanx","Neosalanx",270016,270016,"accepted",NA,"genus","Wakiya & Takahashi, 1937","Animalia","Chordata","Teleostei","Osmeriformes","Salangidae","Neosalanx","0","0",NA
"12869","Hyperprosopon anale","Hyperprosopon anale","Hyperprosopon anale",281097,281097,"accepted",NA,"species","Agassiz, 1861","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Hyperprosopon","0","0",NA
"12870","Callorhinchus","Callorhinchus","Callorhinchus",205766,205766,"accepted",NA,"genus","Lacepède, 1798","Animalia","Chordata","Holocephali","Chimaeriformes","Callorhinchidae","Callorhinchus","0","0",NA
"12871","Echidna xanthospilos","Echidna xanthospilos","Echidna xanthospilos",278681,278681,"accepted",NA,"species","(Bleeker, 1859)","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Echidna","0","0",NA
"12872","Symphodus tinca","Symphodus tinca","Symphodus tinca",273575,273575,"accepted",NA,"species","(Linnaeus, 1758)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","0","0",NA
"12873","Symphodus roissali","Symphodus roissali","Symphodus roissali",273573,273573,"accepted",NA,"species","(Risso, 1810)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","0","0",NA
"12874","Symphodus melanocercus","Symphodus melanocercus","Centrolabrus melanocercus",1022907,273570,"unaccepted","Superseded new combination","species","(Risso, 1810)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","0","0",NA
"12875","Symphodus mediterraneus","Symphodus mediterraneus","Symphodus mediterraneus",273569,273569,"accepted",NA,"species","(Linnaeus, 1758)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","0","0",NA
"12876","Symphodus cinereus","Symphodus cinereus","Symphodus cinereus",273567,273567,"accepted",NA,"species","(Bonnaterre, 1788)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","0","0",NA
"12877","Stethojulis albovittata","Stethojulis albovittata","Stethojulis albovittata",219058,219058,"accepted",NA,"species","(Bonnaterre, 1788)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Stethojulis","0","0",NA
"12878","Labrus viridis","Labrus viridis","Labrus viridis",126968,126968,"accepted",NA,"species","Linnaeus, 1758","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labrus","0","0",NA
"12879","Labrus merula","Labrus merula","Labrus merula",126967,126967,"accepted",NA,"species","Linnaeus, 1758","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labrus","0","0",NA
"12880","Osteobrama","Osteobrama","Osteobrama",270133,270133,"accepted",NA,"genus","Heckel, 1843","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Osteobrama","0","0",NA
"12881","Labeo potail","Labeo potail","Labeo potail",1022520,1022520,"accepted",NA,"species","(Sykes, 1839)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Labeo","1","0",NA
"12882","Bangana ariza","Bangana ariza","Gymnostomus ariza",1526395,1026464,"unaccepted",NA,"species","(Hamilton, 1807)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Bangana","1","0",NA
"12883","Trachelyopterus","Trachelyopterus","Trachelyopterus",271120,271120,"accepted",NA,"genus","Valenciennes, 1840","Animalia","Chordata","Teleostei","Siluriformes","Auchenipteridae","Trachelyopterus","1","0",NA
"12884","Hydrocynus","Hydrocynus","Hydrocynus",269439,269439,"accepted",NA,"genus","Cuvier, 1816","Animalia","Chordata","Teleostei","Characiformes","Alestidae","Hydrocynus","1","0",NA
"12885","Chaca","Chaca","Chaca",268698,268698,"accepted",NA,"genus","Gray, 1831","Animalia","Chordata","Teleostei","Siluriformes","Chacidae","Chaca","1","0",NA
"12886","Cobitis elazigensis","Cobitis elazigensis","Cobitis elazigensis",1011735,1011735,"accepted",NA,"species","Coad & Sarieyyüpoglu, 1988","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Cobitis","1","0",NA
"12887","Archolaemus blax","Archolaemus blax","Archolaemus blax",1013183,1013183,"accepted",NA,"species","Korringa, 1970","Animalia","Chordata","Teleostei","Gymnotiformes","Sternopygidae","Archolaemus","1","0",NA
"12888","Rhabdolichops eastwardi","Rhabdolichops eastwardi","Rhabdolichops eastwardi",1011837,1011837,"accepted",NA,"species","Lundberg & Mago-Leccia, 1986","Animalia","Chordata","Teleostei","Gymnotiformes","Sternopygidae","Rhabdolichops","1","0",NA
"12889","Apteronotus hasemani","Apteronotus hasemani","Parapteronotus hasemani",1014712,1532805,"unaccepted",NA,"species","(Ellis, 1913)","Animalia","Chordata","Teleostei","Gymnotiformes","Apteronotidae","Apteronotus","1","0",NA
"12890","Brachyhypopomus pinnicaudatus","Brachyhypopomus pinnicaudatus","Brachyhypopomus pinnicaudatus",1011343,1011343,"accepted",NA,"species","(Hopkins, 1991)","Animalia","Chordata","Teleostei","Gymnotiformes","Hypopomidae","Brachyhypopomus","1","0",NA
"12891","Acipenser gueldenstaedtii x Acipenser baerii","Acipenser","Acipenser",125618,125618,"accepted",NA,"genus","Linnaeus, 1758","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","0","0","yes"
"12892","Acipenser dabryanus x Acipenser schrenckii","Acipenser","Acipenser",125618,125618,"accepted",NA,"genus","Linnaeus, 1758","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","0","0","yes"
"12893","Acipenser schrenckii x Acipenser baerii","Acipenser","Acipenser",125618,125618,"accepted",NA,"genus","Linnaeus, 1758","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","0","0","yes"
"12894","Cromileptes altivelis x Epinephelus lanceolatus","Serranidae","Serranidae",125561,125561,"accepted",NA,"family","Swainson, 1839","Animalia","Chordata","Teleostei","Perciformes","Serranidae",NA,"0","0","yes"
"12895","Cromileptes altivelis x Epinephelus tukula","Serranidae","Serranidae",125561,125561,"accepted",NA,"family","Swainson, 1839","Animalia","Chordata","Teleostei","Perciformes","Serranidae",NA,"0","0","yes"
"12896","Epinephelus moara x Hyporthodus septemfasciatus","Serranidae","Serranidae",125561,125561,"accepted",NA,"family","Swainson, 1839","Animalia","Chordata","Teleostei","Perciformes","Serranidae",NA,"0","0","yes"
"12897","Hyporthodus septemfasciatus x Epinephelus lanceolatus","Serranidae","Serranidae",125561,125561,"accepted",NA,"family","Swainson, 1839","Animalia","Chordata","Teleostei","Perciformes","Serranidae",NA,"0","0","yes"
"12898","Megalobrama amblycephala x Megalobrama pellegrini","Megalobrama","Megalobrama",269821,269821,"accepted",NA,"genus","Dybowski, 1872","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Megalobrama","1","0","yes"
"12899","Megalobrama amblycephala x Megalobrama hoffmanni","Megalobrama","Megalobrama",269821,269821,"accepted",NA,"genus","Dybowski, 1872","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Megalobrama","1","0","yes"
"12900","Megalobrama terminalis x Megalobrama amblycephala","Megalobrama","Megalobrama",269821,269821,"accepted",NA,"genus","Dybowski, 1872","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Megalobrama","1","0","yes"
"12901","Megalobrama skolokovii x Megalobrama amblycephala","Megalobrama","Megalobrama",269821,269821,"accepted",NA,"genus","Dybowski, 1872","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Megalobrama","1","0","yes"
"12902","Megalobrama amblycephala x Megalobrama skolkovii","Megalobrama","Megalobrama",269821,269821,"accepted",NA,"genus","Dybowski, 1872","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Megalobrama","1","0","yes"
"12903","Pterocaesio digramma x Pterocaesio marri","Pterocaesio","Pterocaesio",206510,206510,"accepted",NA,"genus","Bleeker, 1876","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","0","0","yes"
"12904","Platichthys stellatus x Parophrys vetulus","Pleuronectidae","Pleuronectidae",125579,125579,"accepted",NA,"family","Rafinesque, 1815","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae",NA,"0","0","yes"
"12905","Kareius bicoloratus x Platichthys stellatus","Pleuronectidae","Pleuronectidae",125579,125579,"accepted",NA,"family","Rafinesque, 1815","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae",NA,"0","0","yes"
"12906","Takifugu rubripes x Takifugu porphyreus","Takifugu","Takifugu",205726,205726,"accepted",NA,"genus","Abe, 1949","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Takifugu","0","0","yes"
"12907","Takifugu porphyreus x Takifugu rubripes","Takifugu","Takifugu",205726,205726,"accepted",NA,"genus","Abe, 1949","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Takifugu","0","0","yes"
"12908","Takifugu obscurus x Takifugu rubripes","Takifugu","Takifugu",205726,205726,"accepted",NA,"genus","Abe, 1949","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Takifugu","0","0","yes"
"12909","Takifugu flavidus x Takifugu rubripes","Takifugu","Takifugu",205726,205726,"accepted",NA,"genus","Abe, 1949","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Takifugu","0","0","yes"
"12910","Takifugu rubripes x Takifugu flavidus","Takifugu","Takifugu",205726,205726,"accepted",NA,"genus","Abe, 1949","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Takifugu","0","0","yes"
"12911","Takifugu fasciatus x Takifugu flavidus","Takifugu","Takifugu",205726,205726,"accepted",NA,"genus","Abe, 1949","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Takifugu","0","0","yes"
"12912","Takifugu snyderi x Takifugu stictonotus","Takifugu","Takifugu",205726,205726,"accepted",NA,"genus","Abe, 1949","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Takifugu","0","0","yes"
"12913","Pseudotropheus sp. 'acei'","Pseudotropheus","Pseudotropheus",270629,270629,"accepted",NA,"genus","Regan, 1922","Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Pseudotropheus","0","0","no"
