species,value
Nothobranchius ruudwildekampi,1548448
Nothobranchius sagittae,1680602
Nothobranchius seegersi,1548449
Nothobranchius serengetiensis,1680603
Nothobranchius skeltoni,2607863
Nothobranchius sonjae,2607864
Nothobranchius steinforti,1548450
Nothobranchius streltsovi,2607868
Nothobranchius symoensi,1680604
Nothobranchius taeniopygus,1548451
Nothobranchius taiti,2785137
Nothobranchius thierryi,60304
Nothobranchius torgashevi,2607869
Nothobranchius ugandensis,1548452
Nothobranchius usanguensis,1680605
Nothobranchius venustus,2789674
Nothobranchius virgatus,1548453
Nothobranchius vosseleri,2565562
Nothobranchius wattersi,991129
Notholebias fractifasciatus,1380418
Notholebias minimus,1380419
Notholebias vermiculatus,1380420
Notocheirus hubbsi,1144222
Notocirrhitus splendens,76916
Notoclinus compressus,57832
Notoglanidium macrostoma,2485738
Notoglanidium pembetadi,2485739
Notograptus guttatus,2578306
Notolabrus cinctus,2696622
Notolabrus fucicola,548164
Notolabrus gymnogenis,98382
Notolabrus inscriptus,2696623
Notolabrus parilus,248063
Notolabrus tetricus,248064
Notolepis coatsi,948063
Notoliparis kermadecensis,2059685
Notoliparis stewarti,2059686
Notolychnus valdiviae,123232
Notomuraenobathys microcephalus,2799586
Notophycis marginata,458590
Notopogon fernandezianus,458592
Notopogon lilliei,2696624
Notopterus notopterus,103479
Notopterus synurus,2804556
Notoraja azurea,1213698
Notoraja tobitukai,1856774
Notorynchus cepedianus,7857
Notoscopelus bolini,473326
Notoscopelus caudispinosus,414886
Notoscopelus elongatus,1334808
Notoscopelus japonicus,1069386
Notoscopelus resplendens,123257
Notothenia angustata,8210
Notothenia coriiceps,8208
Notothenia microlepidota,197777
Notothenia neglecta,202063
Notothenia rossii,101497
Notropis alborus,1439340
Notropis altipinnis,1046061
Notropis amabilis,156692
Notropis amecae,754438
Notropis ammophilus,111845
Notropis amoenus,156693
Notropis anogenus,210137
Notropis ariommus,156694
Notropis asperifrons,126321
Notropis atherinoides,67550
Notropis atrocaudalis,1046063
Notropis baileyi,450203
Notropis bairdi,1046064
Notropis bifrenatus,520989
Notropis blennius,111846
Notropis boops,156695
Notropis boucardi,114503
Notropis braytoni,703420
Notropis buccata,111834
Notropis buchanani,240837
Notropis cahabae,1046065
Notropis calientis,198350
Notropis candidus,156696
Notropis chalybaeus,1046066
Notropis chihuahua,533320
Notropis chiliticus,1002199
Notropis chlorocephalus,1002200
Notropis chrosomus,28794
Notropis cummingsae,1046067
Notropis edwardraneyi,156697
Notropis girardi,156698
Notropis grandis,754439
Notropis greenei,1046068
Notropis heterodon,210130
Notropis heterolepis,210129
Notropis hudsonius,254296
Notropis hypsilepis,1046069
Notropis imeldae,198351
Notropis jemezanus,156699
Notropis leuciodus,232995
Notropis longirostris,111853
Notropis lutipinnis,551206
Notropis maculatus,232996
Notropis marhabatiensis,754440
Notropis megalops,1811973
Notropis mekistocholas,204490
Notropis melanostomus,1439342
Notropis micropteryx,478988
Notropis moralesi,198352
Notropis nazas,232997
Notropis nubilus,156700
Notropis ortenburgeri,703244
Notropis oxyrhynchus,156701
Notropis ozarcanus,1046070
Notropis percobromus,478987
Notropis perpallidus,156702
Notropis petersoni,1002201
Notropis photogenis,156703
Notropis potteri,111854
Notropis procne,28798
Notropis rafinesquei,111855
Notropis rubellus,33540
Notropis rubricroceus,1002202
Notropis rupestris,1042308
Notropis sabinae,111856
Notropis scabriceps,1046071
Notropis scepticus,156704
Notropis semperasper,1046072
Notropis shumardi,111857
Notropis simus,545163
Notropis spectrunculus,1002203
Notropis stilbius,156705
Notropis stramineus,28795
Notropis suttkusi,156706
Notropis telescopus,156707
Notropis texanus,156708
Notropis topeka,28796
Notropis tropicus,1194177
Notropis uranoscopus,1046075
Notropis volucellus,28797
Notropis wickliffi,870534
Notropis xaenocephalus,551207
Noturus albater,202869
Noturus baileyi,236590
Noturus crypticus,371819
Noturus elegans,236591
Noturus eleutherus,236593
Noturus exilis,61323
Noturus fasciatus,938274
Noturus flavater,236594
Noturus flavipinnis,90659
Noturus flavus,202874
Noturus funebris,75284
Noturus furiosus,236595
Noturus gilberti,90660
Noturus gladiator,397596
Noturus gyrinus,90661
Noturus hildebrandi,90662
Noturus insignis,90663
Noturus lachneri,90664
Noturus leptacanthus,90665
Noturus maydeni,397595
Noturus miurus,236596
Noturus munitus,236597
Noturus nocturnus,90667
Noturus phaeus,90668
Noturus placidus,90669
Noturus sp,_90671
Noturus stanauli,371820
Noturus stigmosus,236598
Noturus taylori,90670
Novaculichthys taeniourus,241500
Novaculoides macrolepidotus,241323
Novaculops woodi,1517490
Novumbra hubbsi,75937
Nuchequula blochii,494376
Nuchequula decora,218802
Nuchequula flavaxilla,1805461
Nuchequula gerreoides,1856686
Nuchequula longicornis,2012933
Nuchequula mannusella,494375
Nuchequula nuchalis,218810
Nuchequula pan,218806
Nyassachromis prostoma,526995
Oblada melanura,98825
Obliquogobius cometes,1649254
Obliquogobius yamadai,1642176
Occella dodecaedron,1633468
Occella iburia,497285
Occidentarius platypogon,1198624
Ochetobius elongatus,143615
Ochmacanthus alternus,390387
Ochmacanthus reinhardtii,2022998
Ocosia fasciata,1604635
Ocynectes maschalis,2012934
Ocynectes modestus,1802977
Ocyurus chrysurus,40499
Odax cyanoallix,241362
Odax pullus,241364
Odaxothrissa losera,689626
Odaxothrissa vittata,402404
Odondebuenia balearica,1365698
Odontamblyopus lacepedii,714202
Odontamblyopus rebecca,714203
Odontamblyopus rubicundus,166754
Odontanthias borbonius,990613
Odontanthias caudicinctus,1868307
Odontanthias chrysostictus,1415275
Odontanthias elizabethae,398644
Odontanthias flagris,2057072
Odontanthias katayamai,1828436
Odontanthias perumali,1723700
Odontanthias randalli,2578307
Odontanthias rhodopeplus,1446468
Odontanthias tapui,1156120
Odontanthias unimaculatus,1522395
Odontaspis ferox,57989
Odontaspis noronhai,1213699
Odonteleotris macrodon,1365700
Odontesthes argentinensis,103866
Odontesthes bonariensis,219752
Odontesthes brevianalis,1643409
Odontesthes gracilis,1643410
Odontesthes hatcheri,378430
Odontesthes humensis,1311470
Odontesthes incisa,692068
Odontesthes ledae,1643411
Odontesthes mauleanum,1334930
Odontesthes mirinensis,172715
Odontesthes nigricans,1643412
Odontesthes perugiae,103867
Odontesthes piquava,2697582
Odontesthes platensis,458593
Odontesthes regia,598664
Odontesthes smitti,795386
Odontobutis haifengensis,357169
Odontobutis hikimius,213607
Odontobutis interrupta,933221
Odontobutis obscura,86244
Odontobutis platycephala,325276
Odontobutis potamophila,308085
Odontobutis sinensis,357168
Odontobutis yaluensis,357170
Odontocharacidium aphanes,2812821
Odontognathus mucronatus,1206161
Odontomacrurus murrayi,473378
Odontopyxis trispinosa,320620
Odontoscion dentex,1182782
Odontoscion xanthops,1642195
Odontostilbe dialeptura,1315321
Odontostilbe ecuadorensis,1315322
Odontostilbe fugitiva,930361
Odontostilbe microcephala,2579948
Odontostilbe mitoptera,1315323
Odontostilbe nareuda,2759905
Odontostilbe pacaasnovos,2759906
Odontostilbe paraguayensis,1315324
Odontostilbe pequira,1315325
Odontostilbe pulchra,1315326
Odontostilbe splendida,1315328
Odontostilbe stenodon,1123829
Odontostomias micropogon,882848
Odontostomops normalops,1574626
Odonus niger,392902
Oedalechilus labeo,48196
Oedalechilus labiosus,1111468
Ogcocephalus declivirostris,1592443
Ogcocephalus nasutus,390356
Ogcocephalus vespertilio,1154656
Ogilbia cayorum,1843804
Oidiphorus mcallisteri,948065
Okamejei acutispina,417955
Okamejei boesemani,762043
Okamejei cairae,1213700
Okamejei hollandi,1188028
Okamejei jensenae,1213701
Okamejei kenojei,432798
Okamejei meerdervoortii,491015
Okamejei powelli,1455690
Okamejei schmidti,145395
Oligocottus maculosus,328410
Oligocottus rimensis,459050
Oligocottus rubellio,459051
Oligocottus snyderi,459052
Oligolepis acutipennis,150312
Oligolepis keiensis,990614
Oligolepis stomias,1366231
Oligoplites altus,173345
Oligoplites saliens,1154657
Oligoplites saurus,173344
Oligosarcus acutirostris,2608742
Oligosarcus argenteus,1604128
Oligosarcus brevioris,1463064
Oligosarcus hepsetus,756473
Oligosarcus itau,2579949
Oligosarcus jacuiensis,2608743
Oligosarcus jenynsii,756474
Oligosarcus longirostris,2608744
Oligosarcus macrolepis,2608745
Oligosarcus oligolepis,2608746
Oligosarcus paranensis,930260
Oligosarcus perdido,2608747
Oligosarcus pintoi,1350311
Oligosarcus planaltinae,2608748
Oligosarcus robustus,2490655
Oligosarcus solitarius,1604129
Oligosarcus sp,_42579
Oligosarcus varii,2608749
Oliotius oligolepis,1606676
Olisthops cyanomelas,1605466
Olivaichthys cuyanus,1344479
Olivaichthys viedmensis,462334
Olyra kempi,1976953
Olyra longicaudata,390837
Omegophora armilla,862801
Omegophora cyanopunctata,1220769
Omobranchus anolius,879512
Omobranchus banditus,990615
Omobranchus elegans,1405654
Omobranchus elongatus,1892335
Omobranchus fasciolatoceps,57835
Omobranchus fasciolatus,2794040
Omobranchus ferox,2175326
Omobranchus germaini,2175327
Omobranchus loxozonus,57836
Omobranchus mekranensis,2794041
Omobranchus obliquus,879513
Omobranchus punctatus,57837
Omobranchus rotundiceps,2175328
Omobranchus smithi,2507726
Omobranchus woodi,990616
Omobranchus zebra,2057059
Omosudis lowii,1311474
Ompok bimaculatus,209166
Ompok eugeneiatus,1920792
Ompok hypophthalmus,2305409
Ompok malabaricus,575557
Ompok pabda,596145
Ompok pabo,596146
Ompok siluroides,2012935
Oncopterus darwinii,1286173
Oncorhynchus chrysogaster,648071
Oncorhynchus clarkii,30962
Oncorhynchus gilae,64185
Oncorhynchus gorbuscha,8017
Oncorhynchus kawamurae,1278982
Oncorhynchus keta,8018
Oncorhynchus kisutch,8019
Oncorhynchus masou,8020
Oncorhynchus mykiss x Salmo salar,1610699
Oncorhynchus mykiss,8022
Oncorhynchus nerka,8023
Oncorhynchus tshawytscha,74940
Oneirodes acanthias,242955
Oneirodes bradburyae,2036877
Oneirodes bulbosus,1154599
Oneirodes carlsbergi,2202274
Oneirodes eschrichtii,2499217
Oneirodes kreffti,2578308
Oneirodes luetkeni,1738863
Oneirodes macrosteus,459922
Oneirodes notius,948033
Oneirodes rosenblatti,2048753
Oneirodes sabex,2696625
Oneirodes thompsoni,412658
Onigocia bimaculata,1156121
Onigocia grandisquama,1230709
Onigocia macrolepis,1230710
Onigocia oligolepis,1003970
Onigocia pedimacula,1230711
Onigocia sibogae,1811508
Onigocia spinosa,1230714
Onuxodon fowleri,1819260
Onuxodon margaritiferae,1414477
Onuxodon parvibrachium,1003972
Onychostoma alticorpus,865996
Onychostoma angustistomata,403904
Onychostoma barbatulum,160766
Onychostoma barbatum,1240730
Onychostoma brevibarba,1962404
Onychostoma dongnaiensis,1524930
Onychostoma elongatum,369667
Onychostoma fangi,643321
Onychostoma gerlachi,369656
Onychostoma krongnoensis,1524931
Onychostoma lepturum,369650
Onychostoma lini,670200
Onychostoma macrolepis,369639
Onychostoma meridionale,643364
Onychostoma minnanense,2575592
Onychostoma ovale,369672
Onychostoma rara,369671
Onychostoma rarum,2202363
Onychostoma simum,369674
Onychostoma virgulatum,2575593
Oostethus brachyurus,161466
Oostethus jagorii,1914691
Oostethus manadensis,1652675
Opeatogenys gracilis,210031
Ophichthus apicalis,1585505
Ophichthus asakusae,913737
Ophichthus brachynotopterus,2684831
Ophichthus brevicaudatus,1867744
Ophichthus celebicus,1867745
Ophichthus cephalozona,2012937
Ophichthus erabo,1812870
Ophichthus evermanni,189508
Ophichthus exourus,2692667
Ophichthus frontalis,2048754
Ophichthus gomesii,260503
Ophichthus lithinus,1916765
Ophichthus machidai,1405573
Ophichthus macrochir,1812871
Ophichthus megalops,2684832
Ophichthus mystacinus,2684833
Ophichthus olivaceus,2725125
Ophichthus polyophthalmus,1156122
Ophichthus puncticeps,182436
Ophichthus remiger,2048755
Ophichthus rex,54918
Ophichthus rotundus,1961911
Ophichthus rufus,2603885
Ophichthus serpentinus,391190
Ophichthus shaoi,2152986
Ophichthus singapurensis,2042706
Ophichthus tomioi,2684834
Ophichthus triserialis,875770
Ophichthus urolophus,1522379
Ophichthus zophistius,497148
Ophichthus zophochir,319751
Ophichthys cuchia,2793285
Ophichthys fossorius,2793286
Ophichthys indicus,2793287
Ophiclinops pardalis,1385885
Ophiclinus antarcticus,1385675
Ophiclinus gabrieli,1385682
Ophiclinus gracilis,57839
Ophidion asiro,2768241
Ophidion genyopus,2578368
Ophidion holbrookii,1231899
Ophidion marginatum,1459852
Ophidion muraenolepis,2589338
Ophidion scrippsae,319755
Ophioblennius atlanticus,150468
Ophioblennius macclurei,879514
Ophioblennius steindachneri,57841
Ophioblennius trinitatis,2259797
Ophiocara porocephala,86248
Ophiodon elongatus,225387
Ophiogobius jenynsi,990279
Ophioscion punctatissimus,1241961
Ophioscion scierus,1642196
Ophioscion simulus,2137650
Ophioscion strabo,2137651
Ophioscion typicus,2137652
Ophioscion vermicularis,1642197
Ophisternon aenigmaticum,252593
Ophisternon bengalense,205852
Ophisternon candidum,2267221
Ophisurus macrorhynchos,118157
Ophisurus serpens,1234705
Ophthalmolebias bokermanni,941695
Ophthalmolebias constanciae,941694
Ophthalmolebias ilheusensis,1174471
Ophthalmolebias rosaceus,941692
Ophthalmolepis lineolata,241325
Ophthalmolycus amberensis,948067
Ophthalmotilapia boops,152463
Ophthalmotilapia heterodonta,68045
Ophthalmotilapia nasuta,68046
Ophthalmotilapia ventralis,27755
Opisthocentrus ocellatus,476928
Opisthocentrus tenuis,476930
Opisthocentrus zonope,986102
Opisthonema bulleri,997026
Opisthonema libertate,259987
Opisthonema medirastre,681939
Opisthonema oglinum,224711
Opisthoproctus soleatus,170206
Opisthopterus tardoore,1267197
Opisthopterus valenciennesi,2529463
Opistognathus afer,1868308
Opistognathus aurifrons,390358
Opistognathus brasiliensis,1920306
Opistognathus castelnaui,1916766
Opistognathus decorus,1522406
Opistognathus evermanni,270591
Opistognathus hongkongiensis,1916767
Opistognathus hopkinsi,2057050
Opistognathus iyonis,2012938
Opistognathus jacksoniensis,1040945
Opistognathus liturus,2057073
Opistognathus lonchurus,2490942
Opistognathus macrognathus,1093162
Opistognathus maxillosus,1182197
Opistognathus muscatensis,1868309
Opistognathus punctatus,586836
Opistognathus robinsi,1093163
Opistognathus rosenbergii,2827436
Opistognathus rosenblatti,586837
Opistognathus thionyi,2490944
Opistognathus variabilis,1916768
Opistognathus vicinus,2490945
Opistognathus whitehursti,2490943
Oplegnathus conwayi,1003765
Oplegnathus fasciatus x Oplegnathus punctatus,881956
Oplegnathus fasciatus,163134
Oplegnathus insignis,768499
Oplegnathus peaolopesi,1414478
Oplegnathus punctatus,163135
Oplegnathus robinsoni,1003766
Oplegnathus woodwardi,334880
Oplopomus caninoides,2578309
Oplopomus oplopomus,622427
Opostomias micripnus,2578310
Opostomias mitsuii,1604631
Opsanus beta,95145
Opsanus pardus,101185
Opsanus phobetron,101190
Opsanus tau,8068
Opsaridium boweni,1104235
Opsaridium leleupi,1908550
Opsaridium loveridgii,1908551
Opsaridium microcephalum,1854464
Opsaridium microlepis,1346795
Opsaridium peringueyi,857639
Opsaridium tweddleorum,1854465
Opsaridium ubangiense,643343
Opsaridium zambezense,857641
Opsariichthys acutipinnis,1446899
Opsariichthys bidens,141458
Opsariichthys dienbienensis,1446900
Opsariichthys duchuunguyeni,1506715
Opsariichthys evolans,486222
Opsariichthys hainanensis,1506717
Opsariichthys kaopingensis,1828405
Opsariichthys macrolepis,327397
Opsariichthys minutus,1446901
Opsariichthys pachycephalus,239087
Opsariichthys uncirostris,39568
Opsarius barna,2575991
Opsarius barnoides,857703
Opsarius bendelisis,2593178
Opsarius canarensis,857704
Opsarius caudiocellatus,857705
Opsarius dogarsinghi,1867352
Opsarius koratensis,857708
Opsarius ornatus,1913192
Opsarius pulchellus,857709
Opsarius shacra,857722
Opsarius signicaudus,2686240
Opsarius tileo,1906134
Opsopoeodus emiliae,36794
Optivus agastos,2578398
Orbiraja powelli,2497398
Orectolobus floridus,582427
Orectolobus halei,408093
Orectolobus hutchinsi,495872
Orectolobus japonicus,582428
Orectolobus leptolineatus,994806
Orectolobus maculatus,168098
Orectolobus ornatus,170821
Orectolobus parvimaculatus,582429
Orectolobus reticulatus,1443577
Orectolobus wardi,582430
Oregonichthys crameri,86926
Oregonichthys kalawatseti,86933
Oreichthys cosuatis,643370
Oreichthys crenuchoides,1001913
Oreichthys parvus,1093606
Oreinus dulongensis,327707
Oreinus elongatus,979682
Oreinus meridionalis,327705
Oreinus myzostomus,369652
Oreinus rotundimaxillaris,327706
Oreochromis alcalicus,40169
Oreochromis amphimelas,87884
Oreochromis andersonii,158894
Oreochromis angolensis,2570634
Oreochromis aureus x Oreochromis niloticus,239089
Oreochromis aureus,47969
Oreochromis chungruruensis,1448875
Oreochromis esculentus,40191
Oreochromis grahami,87886
Oreochromis hunteri,2486988
Oreochromis jipe,160801
Oreochromis karomo,1652530
Oreochromis karongae,167928
Oreochromis korogwe,2486989
Oreochromis latilabris,87888
Oreochromis lepidurus,1591299
Oreochromis leucostictus,51762
Oreochromis macrochir,158766
Oreochromis malagarasi,64543
Oreochromis mortimeri,167929
Oreochromis mossambicus x Oreochromis urolepis hornorum,316616
Oreochromis mossambicus x niloticus,304579
Oreochromis mossambicus,8127
Oreochromis mweruensis,160743
Oreochromis ndalalani,87887
Oreochromis niloticus x Oreochromis aureus,1569704
Oreochromis niloticus x Oreochromis mossambicus,1344354
Oreochromis niloticus,8128
Oreochromis placidus,8141
Oreochromis rukwaensis,2570635
Oreochromis salinicola,2570636
Oreochromis schwebischi,158767
Oreochromis shiranus,1448876
Oreochromis squamipinnis,1448877
Oreochromis tanganicae,8142
Oreochromis upembae,2570637
Oreochromis urolepis,40193
Oreochromis variabilis,160745
Oreoglanis delacouri,192195
Oreoglanis immaculatus,1276109
Oreoglanis insignis,385302
Oreoglanis jingdongensis,1677761
Oreoglanis macropterus,349549
Oreoglanis siamensis,2867273
Oreoleuciscus humilis,1001948
Oreoleuciscus potanini,1001947
Oreonectes daqikongensis,1886673
Oreonectes furcocaudalis,1926309
Oreonectes jiarongensis,2028578
Oreonectes longibarbatus,2604694
Oreonectes platycephalus,341095
Oreosoma atlanticum,334981
Orestias agassizii,30748
Orestias ascotanensis,57950
